Customer_ID,Purchase_Frequency,Avg_Order_Value,total_spending,customer_lifetime,Bread_Type,Location,payment_method,satisfaction,Loyalty_Score,Feedback_Score,segment
C1215,1,81779,649523,35,Sourdough,Entebbe,Bank Transfer,1.2,5.6,3.6,1
C1216,6,108828,100159,31,Whole Wheat,Mukono,Mobile Money,1.4,4.0,1.1,2
C1217,3,147315,767505,15,Multigrain,Jinja,Mobile Money,1.0,5.6,3.9,0
C1218,1,138723,262993,16,Whole Wheat,Entebbe,Cash,1.6,1.2,4.6,0
C1219,6,52411,467003,13,Sourdough,Mukono,Bank Transfer,1.3,3.8,4.2,1
C1220,5,142821,247309,49,Rye,Kampala Central,Bank Transfer,5.0,8.4,3.3,0
C1221,5,97009,207507,35,Rye,Mukono,Bank Transfer,2.2,6.0,3.7,1
C1222,2,55422,114743,52,Sourdough,Mukono,Cash,1.6,5.1,5.0,1
C1223,6,82468,852462,11,White Bread,Gulu,Bank Transfer,2.0,3.6,1.4,2
C1224,4,72371,146101,59,White Bread,Entebbe,Mobile Money,4.7,3.7,3.7,1
C1225,6,97022,342717,21,Rye,Jinja,Cash,3.1,4.4,2.1,2
C1226,1,111229,745822,51,Rye,Jinja,Mobile Money,2.5,8.5,3.6,0
C1227,1,139071,446371,54,Sourdough,Gulu,Mobile Money,4.5,9.7,3.4,0
C1228,6,91196,330604,11,White Bread,Jinja,Cash,2.6,4.9,1.6,2
C1229,3,120354,287450,30,Rye,Mukono,Mobile Money,2.3,4.5,1.8,0
C1230,5,136774,957558,48,White Bread,Gulu,Bank Transfer,1.8,8.6,3.5,0
C1231,1,136410,942503,53,Rye,Kampala Central,Cash,2.5,4.8,1.5,0
C1232,5,66715,826481,35,Whole Wheat,Entebbe,Mobile Money,2.3,6.0,2.1,2
C1233,1,67605,436907,22,Multigrain,Entebbe,Bank Transfer,3.7,3.1,4.3,1
C1234,2,139853,587030,38,Whole Wheat,Entebbe,Bank Transfer,2.2,7.7,2.3,0
C1235,4,71174,859710,31,Rye,Mukono,Mobile Money,3.3,5.8,3.0,2
C1236,1,49956,505453,14,Multigrain,Kampala Central,Bank Transfer,1.3,8.3,4.8,1
C1237,5,144444,771009,24,Multigrain,Gulu,Cash,1.8,8.0,1.9,0
C1238,2,116373,268785,50,Rye,Gulu,Mobile Money,2.6,2.9,2.6,0
C1239,1,109252,304535,49,Rye,Entebbe,Bank Transfer,4.7,7.4,3.4,0
C1240,3,101949,800769,32,White Bread,Kampala Central,Bank Transfer,2.5,8.2,4.0,1
C1241,4,102646,279838,36,Rye,Kampala Central,Mobile Money,3.7,4.1,4.6,1
C1242,1,110017,670442,32,Sourdough,Kampala Central,Mobile Money,2.0,2.6,4.7,1
C1243,2,103037,369160,55,Rye,Jinja,Mobile Money,1.5,1.0,4.1,1
C1244,3,129818,572779,15,Sourdough,Jinja,Mobile Money,1.2,5.1,1.9,0
C1245,6,46548,541904,43,Rye,Entebbe,Cash,2.2,4.2,1.1,2
C1246,2,143141,976110,58,White Bread,Kampala Central,Mobile Money,1.6,6.0,2.5,0
C1247,2,113294,998488,35,Sourdough,Kampala Central,Cash,1.7,2.7,1.6,0
C1248,3,149204,678526,3,Whole Wheat,Gulu,Cash,4.0,8.7,3.8,0
C1249,2,63177,420752,16,Sourdough,Gulu,Mobile Money,1.1,3.3,3.6,1
C1250,3,64022,713369,5,White Bread,Entebbe,Cash,3.2,3.0,1.2,2
C1251,1,146297,347644,21,Sourdough,Kampala Central,Mobile Money,2.5,5.3,4.3,0
C1252,3,45542,937393,10,Rye,Entebbe,Mobile Money,3.0,5.5,2.0,2
C1253,3,131012,299775,19,Rye,Gulu,Bank Transfer,3.3,2.9,2.7,0
C1254,4,136320,913349,25,White Bread,Gulu,Mobile Money,2.3,3.4,3.7,0
C1255,3,100428,914422,4,Multigrain,Jinja,Bank Transfer,2.2,2.5,2.7,2
C1256,3,62740,162551,29,Rye,Entebbe,Cash,3.9,7.5,2.8,2
C1257,6,99353,834983,19,Whole Wheat,Entebbe,Bank Transfer,4.5,7.9,1.3,2
C1258,1,130353,777800,43,White Bread,Kampala Central,Cash,1.8,5.2,2.6,0
C1259,4,96532,266277,2,Sourdough,Kampala Central,Mobile Money,1.4,7.4,4.1,1
C1260,6,56052,180811,10,Sourdough,Jinja,Cash,4.6,7.6,4.7,1
C1261,5,140689,879128,43,Whole Wheat,Mukono,Cash,2.4,2.2,2.7,0
C1262,1,87076,941535,25,Rye,Mukono,Mobile Money,3.2,9.7,2.7,0
C1263,1,93420,564028,20,White Bread,Mukono,Cash,2.4,8.4,3.8,1
C1264,5,40671,468266,48,Whole Wheat,Entebbe,Mobile Money,1.5,2.8,4.8,1
C1265,3,40163,334104,19,Rye,Entebbe,Bank Transfer,3.4,2.7,2.1,2
C1266,6,81424,643296,23,White Bread,Gulu,Mobile Money,3.1,2.1,2.8,2
C1267,2,149538,302346,24,Sourdough,Entebbe,Mobile Money,1.8,2.2,4.2,0
C1268,4,93744,656690,11,White Bread,Entebbe,Cash,2.8,7.7,3.4,1
C1269,2,110331,284456,46,Multigrain,Entebbe,Bank Transfer,4.2,5.2,1.4,0
C1270,5,50634,884282,34,White Bread,Jinja,Mobile Money,3.4,8.0,3.5,1
C1271,1,44798,499009,55,Multigrain,Entebbe,Bank Transfer,1.4,7.7,1.7,2
C1272,1,62420,596043,28,White Bread,Kampala Central,Bank Transfer,3.2,6.4,3.0,2
C1273,4,69300,236643,5,Multigrain,Kampala Central,Cash,3.8,7.2,3.1,1
C1274,1,129881,590083,59,Sourdough,Gulu,Mobile Money,4.2,1.2,4.5,0
C1275,1,50749,213550,5,Rye,Jinja,Cash,3.5,3.8,2.8,2
C1276,4,144131,584146,51,Multigrain,Kampala Central,Mobile Money,1.6,6.7,2.1,0
C1277,6,65121,191218,21,Multigrain,Jinja,Bank Transfer,3.8,1.1,1.9,2
C1278,6,77487,233296,12,Sourdough,Jinja,Mobile Money,3.7,1.3,4.5,1
C1279,4,133947,599909,50,Multigrain,Gulu,Mobile Money,1.1,8.7,1.7,0
C1280,5,73361,618767,4,Whole Wheat,Jinja,Bank Transfer,2.6,7.2,2.7,2
C1281,1,61223,279767,54,Sourdough,Entebbe,Bank Transfer,2.3,3.4,1.7,2
C1282,1,112930,491858,49,Whole Wheat,Jinja,Mobile Money,3.7,7.2,4.1,0
C1283,5,54056,865348,42,Sourdough,Gulu,Cash,1.9,8.1,2.9,2
C1284,6,68380,340016,20,Multigrain,Gulu,Mobile Money,3.4,3.8,2.4,2
C1285,3,66035,132441,38,Whole Wheat,Gulu,Bank Transfer,4.7,1.3,2.4,2
C1286,3,70620,338038,25,Multigrain,Kampala Central,Cash,4.2,9.4,4.4,1
C1287,3,59877,794489,14,Sourdough,Entebbe,Bank Transfer,4.7,4.1,3.2,2
C1288,6,95316,855612,11,Multigrain,Kampala Central,Bank Transfer,4.9,2.0,3.9,1
C1289,6,104041,948800,32,Whole Wheat,Mukono,Cash,1.0,5.4,4.6,1
C1290,5,148940,716410,11,Whole Wheat,Entebbe,Bank Transfer,3.5,7.9,4.6,1
C1291,1,93352,144760,18,Multigrain,Jinja,Bank Transfer,2.7,3.0,2.3,0
C1292,5,70911,385622,27,White Bread,Gulu,Bank Transfer,4.4,3.4,4.8,1
C1293,5,72784,958286,55,Sourdough,Mukono,Bank Transfer,2.0,3.2,1.1,2
C1294,6,43191,980662,54,Sourdough,Entebbe,Bank Transfer,4.9,9.9,2.5,2
C1295,3,73160,447860,18,Multigrain,Kampala Central,Bank Transfer,3.5,2.8,4.6,1
C1296,2,130536,767540,56,White Bread,Gulu,Bank Transfer,4.2,6.2,2.1,0
C1297,1,144576,198538,23,Whole Wheat,Kampala Central,Bank Transfer,1.3,9.3,2.1,0
C1298,6,104641,639660,11,Rye,Entebbe,Bank Transfer,1.7,2.3,2.2,2
C1299,3,89723,916228,21,Rye,Entebbe,Mobile Money,4.0,9.7,3.4,1
C1300,2,43631,611511,44,Multigrain,Mukono,Mobile Money,1.1,9.5,2.8,2
C1301,2,46172,321035,5,White Bread,Jinja,Bank Transfer,4.3,9.0,3.9,1
C1302,6,82080,985258,23,White Bread,Kampala Central,Mobile Money,1.1,2.9,4.6,1
C1303,4,129097,482736,41,Sourdough,Mukono,Cash,3.6,6.7,3.7,0
C1304,1,130353,455779,59,Whole Wheat,Gulu,Mobile Money,2.5,7.8,1.8,0
C1305,2,60281,735310,25,White Bread,Jinja,Bank Transfer,3.4,9.9,4.7,1
C1306,6,68671,678328,41,Rye,Mukono,Bank Transfer,3.8,2.6,2.1,2
C1307,6,91431,961789,54,Whole Wheat,Kampala Central,Mobile Money,2.4,7.9,1.6,2
C1308,3,130900,826728,10,Whole Wheat,Entebbe,Bank Transfer,1.4,4.0,1.4,0
C1309,4,147210,702644,22,Multigrain,Gulu,Cash,1.3,2.6,3.3,0
C1310,1,132961,378355,19,White Bread,Kampala Central,Cash,3.4,4.8,1.5,0
C1311,5,68602,467570,1,Multigrain,Jinja,Bank Transfer,3.1,8.1,1.6,2
C1312,3,128789,367986,7,White Bread,Jinja,Cash,4.0,5.2,2.2,0
C1313,2,91399,556331,4,Sourdough,Entebbe,Cash,3.0,5.8,2.1,0
C1314,2,63472,953284,1,Multigrain,Entebbe,Mobile Money,2.7,10.0,3.4,1
C1315,3,89230,487881,15,Multigrain,Gulu,Cash,2.6,4.6,4.3,1
C1316,6,113616,408112,40,Rye,Gulu,Mobile Money,1.1,6.5,4.0,1
C1317,2,47099,903940,12,Multigrain,Entebbe,Bank Transfer,2.3,4.3,2.0,2
C1318,4,65431,253077,22,White Bread,Entebbe,Mobile Money,4.9,4.5,2.0,2
C1319,1,96492,154575,22,Rye,Jinja,Bank Transfer,4.5,7.3,4.9,1
C1320,4,136722,573958,50,Multigrain,Entebbe,Bank Transfer,2.3,9.4,1.0,0
C1321,2,87684,774331,47,Multigrain,Mukono,Bank Transfer,3.4,5.9,4.5,1
C1322,5,70111,518815,17,Sourdough,Kampala Central,Bank Transfer,4.4,7.9,1.8,2
C1323,1,145387,580808,29,Multigrain,Entebbe,Bank Transfer,2.8,1.8,4.8,0
C1324,1,103936,691202,46,Whole Wheat,Gulu,Mobile Money,1.1,2.9,2.4,0
C1325,3,62614,873422,14,Rye,Mukono,Bank Transfer,1.3,5.5,2.8,2
C1326,3,132260,691343,50,Whole Wheat,Gulu,Cash,3.0,1.2,3.8,0
C1327,5,81991,711985,20,Rye,Mukono,Cash,4.9,3.3,3.4,1
C1328,6,110476,730527,50,Sourdough,Entebbe,Bank Transfer,3.8,5.7,2.3,2
C1329,1,100920,335469,48,Multigrain,Kampala Central,Cash,1.3,1.1,3.2,0
C1330,5,134294,223106,33,Multigrain,Gulu,Mobile Money,1.8,3.4,3.9,1
C1331,3,103530,891787,55,Multigrain,Mukono,Mobile Money,4.1,5.6,1.2,0
C1332,3,76224,940552,59,Rye,Jinja,Bank Transfer,4.4,6.2,1.0,2
C1333,1,47788,567835,43,Multigrain,Entebbe,Bank Transfer,3.5,9.3,2.8,2
C1334,4,68082,400486,15,Whole Wheat,Kampala Central,Bank Transfer,3.6,6.8,1.5,2
C1335,2,129570,102257,12,Multigrain,Entebbe,Cash,1.1,4.7,3.7,0
C1336,3,141015,389508,40,Sourdough,Jinja,Cash,4.3,9.4,1.9,0
C1337,6,116816,780332,54,Whole Wheat,Kampala Central,Mobile Money,4.2,8.1,2.7,0
C1338,6,123588,211715,20,Multigrain,Jinja,Cash,2.0,2.8,1.8,2
C1339,3,56531,126654,30,Multigrain,Entebbe,Mobile Money,3.8,2.2,3.2,2
C1340,4,128340,836129,38,White Bread,Mukono,Cash,1.9,7.1,1.5,0
C1341,4,134439,443567,3,Rye,Entebbe,Mobile Money,1.2,6.0,1.1,0
C1342,5,84857,391464,28,Whole Wheat,Entebbe,Bank Transfer,1.8,8.1,1.2,2
C1343,6,50142,645096,56,White Bread,Entebbe,Cash,1.7,7.6,4.8,1
C1344,5,88355,676677,26,Sourdough,Gulu,Mobile Money,2.4,6.6,1.6,2
C1345,6,49866,588906,30,Rye,Jinja,Cash,2.7,9.9,3.8,1
C1346,2,110067,218581,13,Whole Wheat,Jinja,Bank Transfer,3.0,5.8,1.3,0
C1347,2,143634,227927,13,Multigrain,Jinja,Mobile Money,2.9,2.0,1.4,0
C1348,1,143814,134773,2,Whole Wheat,Gulu,Cash,2.1,8.5,3.0,0
C1349,5,104027,806528,37,Multigrain,Mukono,Cash,1.1,3.3,2.9,2
C1350,3,97906,520963,49,Rye,Entebbe,Bank Transfer,3.4,8.0,4.8,1
C1351,5,68138,438540,38,Multigrain,Mukono,Bank Transfer,2.6,9.6,4.8,1
C1352,3,132601,601590,2,Sourdough,Gulu,Mobile Money,2.2,7.3,4.1,0
C1353,4,69956,469836,36,Multigrain,Jinja,Cash,4.5,6.4,3.4,1
C1354,5,147268,314764,54,Sourdough,Entebbe,Cash,4.0,5.1,2.8,0
C1355,4,144797,681793,26,Rye,Kampala Central,Bank Transfer,4.4,4.3,2.4,0
C1356,2,116295,972328,11,Rye,Kampala Central,Bank Transfer,3.0,4.2,4.8,1
C1357,2,45439,642423,8,Whole Wheat,Mukono,Mobile Money,1.5,6.7,3.4,1
C1358,1,87241,715175,44,Sourdough,Jinja,Cash,3.8,7.8,3.3,0
C1359,5,82533,222118,40,Sourdough,Kampala Central,Cash,1.8,7.1,1.9,2
C1360,4,68270,409521,43,White Bread,Mukono,Mobile Money,2.8,2.8,1.2,2
C1361,3,118815,254626,22,White Bread,Gulu,Mobile Money,1.3,5.4,4.8,1
C1362,2,79279,948923,20,White Bread,Mukono,Bank Transfer,4.3,8.1,2.3,0
C1363,2,149787,345739,8,Multigrain,Mukono,Bank Transfer,1.5,5.3,2.8,0
C1364,3,63888,944715,29,White Bread,Mukono,Mobile Money,4.6,5.8,1.5,2
C1365,4,57630,578356,40,Sourdough,Entebbe,Mobile Money,4.5,7.9,4.3,1
C1366,4,101063,379067,26,Multigrain,Mukono,Cash,2.9,7.0,1.1,2
C1367,5,75144,409735,30,Rye,Mukono,Mobile Money,4.0,4.7,4.3,1
C1368,5,92161,686549,17,Whole Wheat,Entebbe,Mobile Money,3.5,9.1,1.6,2
C1369,6,136718,416480,20,White Bread,Entebbe,Cash,4.2,2.5,4.5,1
C1370,6,131074,436227,52,Rye,Gulu,Mobile Money,2.7,10.0,3.9,1
C1371,1,117360,685236,55,Sourdough,Jinja,Bank Transfer,4.1,2.1,1.7,0
C1372,2,90979,340891,16,Whole Wheat,Kampala Central,Bank Transfer,2.8,1.1,3.3,2
C1373,5,137661,264074,46,Rye,Kampala Central,Cash,4.8,9.0,2.3,0
C1374,4,46979,573314,43,Whole Wheat,Mukono,Mobile Money,2.9,3.2,1.7,2
C1375,3,66189,609452,7,White Bread,Gulu,Bank Transfer,2.9,7.6,4.4,1
C1376,4,82600,388816,16,Sourdough,Mukono,Bank Transfer,4.1,8.3,2.6,2
C1377,2,99560,890645,45,Whole Wheat,Kampala Central,Bank Transfer,4.3,8.7,2.6,0
C1378,6,118040,241365,59,Rye,Entebbe,Bank Transfer,3.2,9.9,1.7,0
C1379,4,101558,549076,47,White Bread,Jinja,Mobile Money,1.7,3.6,2.5,2
C1380,1,126205,162507,56,White Bread,Gulu,Mobile Money,2.9,7.4,4.5,0
C1381,2,46910,157134,48,Rye,Entebbe,Mobile Money,4.9,2.0,2.5,2
C1382,6,97713,233172,27,Rye,Jinja,Mobile Money,4.0,4.7,4.8,1
C1383,3,86857,341225,53,Whole Wheat,Gulu,Bank Transfer,4.2,8.6,4.8,1
C1384,6,74964,293069,23,Multigrain,Gulu,Cash,1.1,4.3,1.6,2
C1385,1,125667,914604,24,White Bread,Kampala Central,Cash,2.9,6.3,1.7,0
C1386,2,65227,906564,9,Whole Wheat,Entebbe,Bank Transfer,3.6,5.5,4.5,1
C1387,3,45978,873221,35,Rye,Gulu,Bank Transfer,4.3,6.8,2.6,2
C1388,1,127527,904631,51,Whole Wheat,Gulu,Cash,1.2,9.8,1.0,0
C1389,6,57153,660897,20,Rye,Jinja,Cash,4.4,1.5,2.1,2
C1390,1,99765,274037,37,Sourdough,Kampala Central,Bank Transfer,3.2,6.2,3.4,0
C1391,2,139084,763376,42,Rye,Mukono,Bank Transfer,1.8,8.8,4.2,0
C1392,5,148212,532995,17,Rye,Kampala Central,Mobile Money,2.3,5.3,1.5,0
C1393,1,79071,596013,47,Rye,Mukono,Mobile Money,2.1,1.7,1.4,2
C1394,1,109519,394025,31,Multigrain,Entebbe,Cash,3.1,6.0,4.7,1
C1395,6,49503,837954,55,Rye,Entebbe,Bank Transfer,1.2,4.0,4.0,1
C1396,6,100703,910904,57,White Bread,Gulu,Cash,1.6,2.4,3.4,1
C1397,3,104379,600098,8,White Bread,Entebbe,Mobile Money,4.3,8.6,4.1,1
C1398,6,135457,807173,15,Whole Wheat,Gulu,Mobile Money,1.5,5.7,2.7,0
C1399,4,97866,855728,31,Multigrain,Kampala Central,Cash,1.9,9.4,4.0,1
C1400,2,56905,357803,53,Whole Wheat,Entebbe,Mobile Money,2.8,8.3,2.5,2
C1401,2,85838,791381,30,White Bread,Kampala Central,Bank Transfer,3.1,7.2,2.0,0
C1402,5,98279,416275,46,White Bread,Kampala Central,Cash,4.1,1.0,3.9,1
C1403,5,129489,779447,20,Sourdough,Entebbe,Bank Transfer,2.8,4.9,2.7,0
C1404,2,66806,112828,39,Rye,Kampala Central,Bank Transfer,4.2,2.8,4.9,1
C1405,5,85000,983096,53,White Bread,Entebbe,Mobile Money,3.5,9.2,2.4,2
C1406,3,62168,616835,55,Whole Wheat,Entebbe,Bank Transfer,1.5,2.6,4.7,1
C1407,6,110119,756761,12,Whole Wheat,Entebbe,Cash,1.6,3.6,4.7,1
C1408,2,78714,901625,49,Rye,Mukono,Bank Transfer,2.7,5.7,2.0,2
C1409,5,94093,323461,17,Rye,Kampala Central,Bank Transfer,2.6,3.4,4.2,1
C1410,2,95419,538080,42,Sourdough,Jinja,Bank Transfer,4.0,2.9,2.7,2
C1411,4,89145,513523,30,Multigrain,Entebbe,Bank Transfer,3.3,6.4,4.7,1
C1412,1,145432,464662,29,Whole Wheat,Kampala Central,Bank Transfer,2.6,1.8,2.8,0
C1413,6,117425,381755,19,Rye,Gulu,Mobile Money,1.7,1.5,4.0,1
C1414,2,132949,799151,46,Whole Wheat,Entebbe,Cash,1.9,4.4,2.9,0
C1415,1,117811,438384,11,Rye,Entebbe,Mobile Money,3.3,7.5,1.9,0
C1416,5,42461,339719,34,White Bread,Jinja,Cash,2.7,6.0,1.8,2
C1417,1,54291,832763,50,Whole Wheat,Mukono,Cash,3.1,4.8,2.7,2
C1418,6,86804,889177,7,White Bread,Mukono,Cash,1.7,6.1,4.0,1
C1419,2,116971,941675,44,Whole Wheat,Entebbe,Cash,3.7,4.3,3.4,0
C1420,4,133471,366010,58,Multigrain,Kampala Central,Cash,4.4,9.4,3.8,0
C1421,5,104946,787605,34,Sourdough,Gulu,Bank Transfer,2.0,1.5,2.1,2
C1422,2,138989,537940,59,White Bread,Gulu,Mobile Money,3.0,7.1,2.9,0
C1423,6,124080,695642,20,Rye,Kampala Central,Mobile Money,4.9,9.0,1.2,0
C1424,5,101332,151374,50,Multigrain,Entebbe,Bank Transfer,2.3,8.2,4.3,1
C1425,3,117794,214397,38,Whole Wheat,Gulu,Cash,3.4,2.7,5.0,1
C1426,1,70841,348552,24,White Bread,Mukono,Mobile Money,1.4,3.7,2.6,2
C1427,6,88758,486721,10,Whole Wheat,Kampala Central,Bank Transfer,3.4,7.5,1.0,2
C1428,3,116272,523332,32,Whole Wheat,Jinja,Bank Transfer,1.4,1.8,1.7,0
C1429,2,77643,967461,52,Whole Wheat,Entebbe,Mobile Money,4.8,8.3,3.6,1
C1430,4,90408,980006,15,Sourdough,Kampala Central,Mobile Money,3.9,7.5,3.4,1
C1431,5,83950,392575,37,Sourdough,Gulu,Cash,4.2,7.6,4.2,1
C1432,1,96849,511124,20,Rye,Entebbe,Cash,3.8,1.9,2.0,2
C1433,5,140500,129336,3,White Bread,Mukono,Mobile Money,3.4,7.5,4.1,1
C1434,2,68044,927424,37,Multigrain,Entebbe,Cash,2.8,7.1,3.8,1
C1435,5,145469,155350,57,Multigrain,Entebbe,Bank Transfer,4.4,8.5,2.3,0
C1436,1,55997,693849,40,Multigrain,Mukono,Cash,4.8,1.4,3.2,2
C1437,2,119751,610470,8,Whole Wheat,Mukono,Cash,3.0,1.2,1.6,0
C1438,5,138605,938387,40,Sourdough,Entebbe,Bank Transfer,4.7,4.4,2.8,0
C1439,4,63911,161240,44,White Bread,Mukono,Cash,3.3,2.3,4.5,1
C1440,6,95533,775453,56,Whole Wheat,Kampala Central,Bank Transfer,3.2,6.0,2.7,2
C1441,2,122566,499371,23,Sourdough,Mukono,Cash,2.8,9.3,4.4,0
C1442,6,134870,670895,40,Sourdough,Mukono,Mobile Money,1.8,4.5,3.4,1
C1443,2,54571,811028,11,White Bread,Entebbe,Cash,1.0,8.6,1.8,2
C1444,4,148255,281196,46,White Bread,Kampala Central,Mobile Money,2.0,1.0,3.3,0
C1445,6,134463,415014,8,White Bread,Jinja,Mobile Money,3.0,2.5,3.0,0
C1446,3,97941,549763,29,Whole Wheat,Jinja,Mobile Money,2.5,1.3,2.6,2
C1447,1,98005,688398,30,Rye,Gulu,Mobile Money,2.8,4.0,1.5,0
C1448,3,126250,284626,56,White Bread,Mukono,Mobile Money,4.9,9.2,2.7,0
C1449,5,98712,776296,10,Rye,Mukono,Bank Transfer,2.4,1.9,1.3,2
C1450,4,83541,479039,39,Whole Wheat,Kampala Central,Bank Transfer,2.8,6.5,1.4,2
C1451,3,63387,628714,28,Rye,Jinja,Bank Transfer,1.5,5.1,2.7,2
C1452,2,133980,844199,49,Multigrain,Gulu,Mobile Money,1.2,9.4,2.2,0
C1453,5,88908,914038,36,Rye,Kampala Central,Cash,4.1,2.1,4.7,1
C1454,5,125457,541048,13,White Bread,Mukono,Bank Transfer,3.3,2.9,2.5,0
C1455,3,53057,652439,32,Whole Wheat,Jinja,Cash,4.0,1.3,4.0,1
C1456,3,104028,373452,36,White Bread,Gulu,Cash,1.6,4.9,3.1,0
C1457,4,95731,340853,37,Multigrain,Entebbe,Mobile Money,3.3,3.5,3.8,1
C1458,1,64858,878883,26,White Bread,Jinja,Mobile Money,2.0,8.8,2.0,2
C1459,3,88689,276743,22,White Bread,Gulu,Mobile Money,1.9,6.4,4.8,1
C1460,3,84638,190306,4,White Bread,Kampala Central,Bank Transfer,1.0,6.5,3.1,1
C1461,6,131598,849468,31,Sourdough,Entebbe,Mobile Money,1.5,5.8,4.3,1
C1462,2,142386,993416,18,Multigrain,Gulu,Bank Transfer,2.2,1.8,2.5,0
C1463,6,86486,626492,38,White Bread,Gulu,Bank Transfer,1.5,5.0,1.4,2
C1464,6,60567,192769,24,White Bread,Mukono,Bank Transfer,4.9,10.0,3.7,1
C1465,5,69739,187265,56,White Bread,Jinja,Bank Transfer,2.2,8.5,1.0,2
C1466,1,97804,917563,23,Whole Wheat,Mukono,Mobile Money,1.5,9.0,2.9,0
C1467,2,148821,152428,22,Sourdough,Entebbe,Bank Transfer,1.8,8.4,1.8,0
C1468,4,43754,658158,2,Whole Wheat,Gulu,Mobile Money,3.4,1.9,3.5,2
C1469,4,67044,727835,31,Sourdough,Mukono,Mobile Money,1.3,3.0,4.9,1
C1470,3,107260,860278,55,White Bread,Jinja,Bank Transfer,4.4,1.0,2.9,2
C1471,3,106912,149067,11,Multigrain,Entebbe,Mobile Money,4.8,3.7,4.3,1
C1472,4,48706,862371,28,Rye,Kampala Central,Cash,2.0,2.0,3.0,2
C1473,3,48894,212217,46,Rye,Mukono,Mobile Money,2.8,5.3,3.0,2
C1474,1,58037,518184,32,White Bread,Entebbe,Mobile Money,1.1,7.1,4.7,1
C1475,6,123986,723222,5,Whole Wheat,Kampala Central,Bank Transfer,3.6,8.9,4.6,1
C1476,3,121942,242980,38,Multigrain,Mukono,Bank Transfer,2.7,7.7,4.1,1
C1477,5,91612,602367,10,Sourdough,Entebbe,Mobile Money,2.1,9.4,2.2,2
C1478,3,69725,436851,40,White Bread,Entebbe,Bank Transfer,1.8,1.5,3.2,2
C1479,2,45926,309329,46,Multigrain,Mukono,Cash,3.6,1.1,1.9,2
C1480,1,144555,357354,24,Multigrain,Entebbe,Cash,2.7,7.0,2.8,0
C1481,2,49496,623406,35,Sourdough,Gulu,Bank Transfer,1.7,3.6,2.9,2
C1482,2,96447,161215,44,Multigrain,Mukono,Mobile Money,3.8,3.3,4.3,1
C1483,5,141604,811195,48,Whole Wheat,Entebbe,Cash,3.3,4.0,4.6,1
C1484,1,69806,411573,23,Whole Wheat,Kampala Central,Cash,4.4,3.4,2.7,2
C1485,1,128199,968584,17,Whole Wheat,Kampala Central,Mobile Money,1.5,5.6,1.1,0
C1486,1,81321,732336,1,Multigrain,Gulu,Bank Transfer,4.1,5.0,4.4,1
C1487,1,142031,269530,55,Whole Wheat,Mukono,Cash,3.7,5.6,1.7,0
C1488,1,105095,277241,31,Sourdough,Entebbe,Mobile Money,1.5,7.1,3.5,0
C1489,5,62656,238731,31,Multigrain,Entebbe,Mobile Money,3.8,4.5,1.1,2
C1490,3,95147,553830,42,Rye,Kampala Central,Cash,2.8,3.3,2.6,2
C1491,2,131396,864265,57,Multigrain,Gulu,Bank Transfer,4.8,2.5,4.9,1
C1492,1,89666,439384,55,Sourdough,Kampala Central,Cash,1.6,4.1,1.4,2
C1493,3,122368,526009,42,Rye,Kampala Central,Mobile Money,3.6,7.7,2.7,0
C1494,3,78787,213688,53,Multigrain,Gulu,Cash,2.5,7.8,2.2,2
C1495,2,102946,408617,56,Whole Wheat,Mukono,Bank Transfer,4.8,7.0,4.6,1
C1496,5,61727,983194,34,White Bread,Entebbe,Mobile Money,2.3,3.1,4.5,1
C1497,4,148351,844748,9,White Bread,Mukono,Bank Transfer,4.8,6.3,2.0,0
C1498,4,135081,590834,22,Whole Wheat,Jinja,Cash,4.6,6.1,1.3,0
C1499,3,108056,993388,13,White Bread,Jinja,Cash,2.1,5.4,3.5,1
C1500,6,43081,480596,25,White Bread,Jinja,Bank Transfer,4.2,5.9,2.3,2
